u,g,r,i,class
16.55477,16.7953,17.28691,17.5746,2
16.95653,15.68712,15.17354,14.96852,2
22.54653,20.5477,18.9014,18.2309,0
26.05269,22.09144,20.14081,19.55232,0
19.40234,19.14412,18.91142,18.68113,1
20.2031,19.12472,19.06131,19.07398,2
21.70476,21.39324,21.2891,21.08268,1
24.5407,21.60296,20.28159,19.38601,2
20.8033,20.67874,20.63719,20.34706,1
24.05592,21.53989,21.47272,21.36971,1
24.85729,23.55438,21.18965,19.96716,0
22.38019,22.35356,22.01939,21.80078,1
22.15971,21.86041,21.91067,21.6264,1
21.88364,24.96677,17.41405,24.78471,0
19.99345,19.82703,19.68786,19.44489,1
19.88275,18.35297,17.59337,17.11964,0
22.07301,20.43209,18.74404,18.14809,0
22.02448,20.9537,20.80998,20.82875,1
22.67351,22.06983,20.83489,20.35509,2
22.63378,22.37789,22.32421,22.00027,0
22.94365,20.68461,19.68764,19.11567,0
22.32987,20.51035,18.80614,18.17688,0
22.47909,21.4313,19.62575,18.74907,0
20.41975,19.67637,19.34534,19.22061,1
23.13261,22.89685,22.01992,22.43401,0
21.77942,21.63583,19.98403,19.20745,0
19.90784,18.6765,17.67792,17.27334,0
25.60674,22.37996,20.61193,19.6762,0
25.31653,21.14917,20.49026,20.34997,1
21.20399,21.13065,20.70484,20.51655,1
23.12655,22.47116,21.08525,20.05186,0
21.34365,19.80992,18.44134,17.93146,0
26.07339,22.45848,21.08404,19.87296,0
21.47102,20.45936,20.13949,19.99091,2
19.71038,18.1912,17.64902,17.42928,2
18.94801,17.66593,16.99156,16.63314,0
20.3035,20.12356,19.96226,19.67937,1
23.83898,22.14258,20.54534,19.47509,0
22.95791,22.1236,20.97895,19.83262,0
21.61635,20.58691,18.79792,18.15829,0
22.88194,22.06627,20.30439,19.43666,0
22.96554,22.20663,20.39993,19.38,0
23.05691,22.32848,20.70322,19.8734,0
23.25572,20.94623,19.407,18.28867,2
24.80757,22.32917,20.81814,19.72499,0
24.06668,23.48809,21.96743,20.78415,0
19.55523,18.05228,17.34426,16.85829,0
18.65519,17.21725,16.47773,16.0544,0
18.53769,16.76773,15.83042,15.28039,0
20.68705,18.74582,17.58394,17.12829,0
22.09232,21.9198,21.67637,21.64045,0
25.8819,21.66208,20.40228,19.8986,0
21.22749,20.58362,20.33405,20.35002,1
22.67205,21.23162,20.82226,20.71625,2
25.50994,23.35345,21.76622,20.35428,2
19.32757,19.20759,19.16249,19.07652,1
19.9725,18.52512,17.71678,17.24454,0
19.60608,18.30548,17.58466,17.13971,0
26.31018,21.40647,19.61768,18.92893,0
20.1732,18.19695,17.02761,16.53889,0
23.94719,21.03691,19.08773,18.37735,0
25.28182,23.39739,22.27,19.3913,2
20.31892,18.25981,17.10476,16.63741,0
23.89339,20.60975,18.83467,18.16546,0
20.86954,20.42986,19.59756,19.43431,0
21.72959,19.54927,18.10421,17.56256,0
23.47729,22.51677,20.80332,19.51637,0
19.27185,17.68526,16.88358,16.44516,0
23.70194,22.216,20.69877,19.63873,0
24.91505,23.69525,21.07682,19.75175,0
23.32603,21.4237,19.53486,18.81367,0
23.67,20.96228,19.15085,18.51546,0
17.89419,17.00824,16.73965,16.65107,2
18.92004,17.44115,16.64799,16.15068,0
21.27506,19.53243,18.16999,17.57738,0
25.72783,20.90352,19.08117,18.48019,0
19.83063,18.53417,17.61427,17.18196,0
25.81834,24.84541,23.15757,21.57243,1
19.59332,19.47044,19.41898,19.24323,1
21.42263,21.10706,20.87869,20.94928,1
22.47077,20.89609,19.06378,18.34379,0
21.79298,19.52959,18.13841,17.32253,2
21.93989,21.66531,21.09384,20.95499,1
24.74265,23.1319,21.34344,20.14141,0
24.51812,23.48665,21.96231,20.73392,0
20.30732,18.30375,17.11695,16.66734,0
20.1082,18.61615,17.73679,17.3048,0
25.95945,21.78688,20.02031,19.16128,0
25.17158,22.43244,20.8794,19.82151,0
23.79811,22.36378,20.86465,19.76682,0
19.17964,18.03161,18.15394,18.23672,2
25.87614,21.57512,20.26368,19.10571,0
23.3834,19.83717,18.55796,18.15719,2
22.41842,19.80501,19.00761,18.56261,2
26.56315,23.30709,21.44566,20.23068,0
22.883,23.40868,21.91364,20.63966,0
24.44265,21.80991,20.14416,19.18556,0
25.00862,22.55766,20.79144,19.90916,0
22.23139,21.79627,20.45937,19.79658,0
21.96211,22.08912,21.67283,21.15905,0
21.40126,21.15882,21.05622,20.98496,1
18.17406,17.11817,16.65009,16.31743,0
22.30661,22.04058,20.6222,19.58255,0
22.17761,20.32561,18.7289,18.04793,0
22.13224,21.3471,19.39011,18.63039,0
22.06186,20.43461,19.74183,19.44188,2
20.84509,19.99054,19.70884,19.62544,2
21.39995,20.71705,20.47518,20.51067,1
23.05612,20.52946,18.8786,18.24268,0
23.36297,23.88701,21.65471,20.51842,0
21.83291,20.1019,18.55844,17.96015,0
26.67277,22.56392,20.76705,19.83595,0
24.23636,24.19089,21.72659,20.70801,0
19.84721,17.92396,16.76409,16.227,0
19.22889,17.85413,17.44588,17.2239,0
25.2551,21.5708,20.05314,19.69,1
20.03716,18.70181,18.19485,17.97777,2
21.27183,20.35372,19.99006,19.83299,1
18.09283,16.7228,16.17726,15.8608,0
19.84743,18.42004,17.66356,17.20659,0
26.5728,21.48375,19.93256,19.05481,0
25.91019,23.24027,21.51904,20.18422,0
19.09177,17.14715,16.0738,15.62683,0
20.57977,18.59132,17.44973,16.98564,0
25.15829,22.7834,20.78664,19.69397,0
22.07475,20.05661,18.48309,17.93631,0
22.4458,20.94228,19.08336,18.38821,0
25.13718,24.68142,22.39966,20.81158,0
21.18851,18.32145,17.13668,16.71349,2
22.59811,21.11984,19.34594,18.7198,0
18.63738,18.29874,18.3694,18.36102,1
21.18909,21.13605,21.01428,20.73058,0
21.11429,21.04823,20.82787,20.85185,1
21.41172,21.24671,20.99356,20.73154,1
20.38434,20.14735,19.98003,19.84573,1
24.40278,22.45668,21.82517,21.57947,0
21.26453,21.08539,21.06904,20.84847,1
22.00191,21.4799,21.2714,21.137,2
26.04605,22.7142,21.24616,20.35656,0
22.50389,22.45869,21.05023,19.94285,2
20.89512,18.9535,17.69914,17.23952,0
24.52221,20.56686,19.36077,18.327,2
19.56755,18.19742,17.47692,17.08979,0
23.51601,22.32696,22.24091,22.37964,1
20.90942,19.55472,18.94856,18.71442,2
20.92395,20.47017,20.20954,20.14033,1
19.09841,17.12381,16.18878,15.75042,0
19.77804,17.57123,16.65368,16.1988,0
20.86507,20.4105,20.13651,20.06677,1
23.43694,23.94206,22.3667,20.84963,0
23.98995,20.44917,18.82873,17.65249,2
17.39571,16.29567,15.84518,15.66947,2
22.93981,21.06483,19.13903,18.49951,0
23.71717,22.45223,20.54123,19.60942,0
19.43351,17.39854,16.45414,15.98684,0
19.81487,18.25947,17.40228,16.93699,0
21.49803,21.05018,20.95041,20.8217,1
23.67687,22.98043,21.37759,20.23797,0
21.79555,19.74687,18.4288,17.86301,0
20.38467,18.64253,17.50439,16.94958,0
25.33654,22.24686,21.38236,20.99629,2
25.95241,22.05314,20.47978,19.47291,0
24.92206,21.87704,20.21208,19.36012,0
24.06288,20.89224,19.50455,18.74508,2
24.37839,20.40441,19.17855,18.70037,0
22.56591,19.86765,18.10194,17.36788,0
19.79538,17.57982,16.50276,16.04405,2
21.07886,19.87906,19.32446,19.05148,2
22.62126,21.80522,21.65891,21.57609,1
22.65507,20.03571,18.35598,17.74779,0
27.69898,22.98675,21.32057,20.19427,0
21.68039,20.72946,20.1242,20.04772,0
22.36207,20.85466,19.3518,18.52416,0
20.40459,18.84647,17.52535,16.9935,0
24.56705,23.19598,21.52843,20.53009,0
23.33037,20.93965,20.18493,19.76667,1
25.62369,21.82922,20.16152,19.35882,0
22.1474,21.0438,20.56483,20.30026,2
18.57137,18.60205,17.94477,17.47239,2
20.98003,19.58788,19.04518,18.84573,2
21.03203,20.35103,20.01793,19.8935,1
20.16133,18.91741,18.50099,18.31675,2
23.97611,21.87576,21.66994,21.13395,2
19.4093,18.31291,18.02977,17.92257,1
23.31207,22.70978,21.12278,20.134,0
22.65606,21.22972,21.11002,20.89408,1
23.57686,21.44107,20.48713,20.1528,2
22.97986,21.20755,21.08671,21.21062,2
22.1834,20.16154,18.97228,18.49748,0
22.07565,20.36874,19.80856,19.57629,1
25.40871,22.16806,21.80354,22.18447,1
17.71542,17.80173,18.22108,18.54942,2
25.82632,24.79691,22.42157,20.7077,0
22.90911,22.40867,20.63089,19.42416,0
26.89474,20.30296,18.71546,18.1021,0
20.07163,19.01968,18.57434,18.29295,0
19.76443,17.90672,16.88935,16.43659,0
22.88182,22.57608,22.00711,21.49015,0
18.93194,17.664,17.05555,16.62369,0
22.34099,22.2376,20.85131,19.85896,0
22.27151,22.214,20.11529,18.95301,0
20.02116,18.07859,16.96885,16.5,0
22.87543,22.26201,21.81657,21.15063,0
23.01087,22.75486,22.30851,21.37292,0
20.33797,18.33292,17.37518,16.94884,0
21.86704,20.79313,19.84164,19.30266,0
20.5957,19.26912,18.94689,18.84413,2
21.30576,21.05966,20.781,20.937,1
20.34295,18.33936,17.49682,17.11303,0
22.23513,22.10592,21.8944,21.65111,1
19.09501,17.53856,16.80602,16.41977,0
25.95096,24.86428,22.51503,20.39753,2
21.82299,21.49464,21.13083,20.89578,2
25.78775,21.83492,20.26247,19.37429,0
19.12029,18.20783,17.91957,17.80769,2
23.94995,23.30348,23.87647,23.80095,1
24.1225,23.38626,21.56043,20.51824,0
17.4498,17.16278,16.90354,16.51114,1
24.27464,21.52404,19.95636,19.0646,0
24.68307,21.23573,19.50924,18.79742,0
20.65805,20.57006,20.37789,20.26731,1
21.2559,21.11771,20.91323,20.61969,1
18.24095,17.07801,16.64122,16.48353,2
21.38589,21.02977,20.8361,20.78147,1
24.62175,22.1401,20.65121,19.73492,0
22.63742,21.59418,20.27161,19.48557,0
22.0744,19.00211,17.55879,17.0195,0
21.89389,22.0648,22.02324,21.48672,1
21.18571,20.88366,20.833,20.52462,1
19.79256,19.56019,19.28005,19.24887,1
21.61137,20.85641,20.759,20.67023,1
22.89404,21.63278,20.48769,19.70376,0
19.25958,18.25898,17.78684,17.38661,0
26.0083,22.46615,20.60265,19.71982,0
22.77354,21.43253,19.97015,19.17812,0
23.7512,21.54264,20.60877,19.61886,0
20.4259,18.52957,17.60928,17.12679,0
19.70872,18.41024,17.67579,17.27844,0
22.66363,22.24069,20.35468,19.36845,0
22.21618,21.97923,21.64686,21.55858,1
21.56215,21.43843,21.29997,21.08468,1
21.29896,20.90599,20.5189,20.63017,1
25.83954,21.0472,20.35391,20.13221,2
20.7642,20.59597,20.30438,20.30335,1
21.51336,19.85954,19.47802,19.42576,1
22.59793,20.8447,20.62366,20.52943,1
18.96402,17.97677,17.61588,17.46988,2
18.71183,18.4937,17.83704,17.34769,1
18.96193,17.77337,17.37391,17.13887,0
23.92095,24.07223,20.81446,19.41048,0
19.23831,17.3207,16.47337,16.07138,0
23.25093,21.8667,21.11486,20.4624,1
22.01427,20.68861,20.10766,19.88139,2
26.62829,23.79118,22.51077,21.2401,0
20.25435,18.79022,18.19577,17.83362,0
19.79069,17.69414,16.64129,16.10356,0
21.9834,21.71954,21.2667,21.57893,0
23.44209,22.69851,22.15958,21.45242,0
23.92097,22.34403,21.93937,21.18496,0
25.02456,22.31665,21.00432,20.32547,2
20.0812,20.09304,19.72549,19.77476,1
22.60289,23.18263,22.95096,21.85841,0
23.80304,22.41422,20.71024,19.87828,0
21.62099,18.59886,17.2791,16.7378,2
22.67107,20.92133,19.47741,18.94877,0
19.5887,17.52979,16.54249,16.08234,0
20.25345,18.5708,17.22437,16.72503,0
22.90961,20.84515,19.03881,18.29644,0
22.4374,22.53924,21.97041,22.37409,0
21.9324,21.19945,20.94044,21.01354,1
24.0215,20.4234,19.10976,18.51229,2
21.99761,21.6276,20.51457,19.47093,0
26.66579,20.09511,18.25286,17.53429,0
20.53956,18.70271,17.80758,17.34547,0
25.97065,20.90676,19.529,18.78115,0
26.35642,22.18302,20.66992,19.85036,2
18.24071,16.93218,16.17297,15.75126,0
20.25601,18.39483,17.3861,16.86302,0
22.76559,21.32222,19.39809,18.75206,0
19.71018,17.75311,16.83487,16.39245,0
21.20483,20.79974,20.8424,20.8465,1
23.27852,22.30762,21.37152,20.78085,0
22.43387,21.25211,20.18396,19.47521,0
22.09278,21.3136,19.92274,18.75788,0
24.43236,21.34729,19.49277,18.73076,0
24.00361,22.73568,21.27594,19.96108,0
24.50456,21.87976,21.5445,21.42856,2
23.97995,20.62666,18.97129,18.28239,0
25.82376,21.2365,19.70852,18.91072,2
26.30527,23.34588,21.24799,20.07487,0
26.05487,23.20696,21.5794,20.41763,0
23.18546,24.04538,21.83746,20.59399,1
25.62645,23.10829,21.41589,20.42924,0
24.69253,21.46225,20.02049,19.83537,1
24.35898,22.29609,21.01804,20.92491,1
23.29265,22.22836,21.37984,20.4698,0
21.75897,21.05813,20.94658,20.48609,1
22.54337,21.0179,20.85479,20.63242,2
21.95676,21.39123,21.16613,21.13233,0
19.54616,19.57798,19.6826,19.44939,1
21.70633,21.12216,20.80957,20.79662,1
19.19532,18.04818,17.31417,16.89676,0
19.36931,19.29138,19.52262,19.66387,2
17.99551,17.06241,16.74671,16.63893,2
23.1323,21.67029,19.74356,19.02727,0
17.34958,16.39677,16.27371,16.27371,2
18.95272,18.82956,18.64917,18.37289,2
22.92375,20.39867,18.67444,18.07481,0
21.56121,21.59818,21.24044,21.34266,1
20.42344,18.52562,17.2506,16.72189,0
26.19095,21.51,19.61467,18.86494,0
24.15445,21.53584,19.79926,19.23503,0
23.07362,20.38003,18.63172,17.94774,0
19.17165,17.253,16.24436,15.79182,0
21.98557,21.22939,21.11483,21.02823,1
23.58895,22.19007,20.54782,19.65623,0
25.38913,20.96047,20.54391,20.12686,2
23.75584,21.61309,21.60113,21.56067,1
21.94193,20.35131,19.61256,19.33569,2
26.66148,22.69384,21.97651,21.34283,0
22.05008,21.73347,21.32894,21.45808,2
23.61465,21.62715,19.87128,19.04131,0
24.12808,23.90483,21.98728,20.52692,0
19.03909,18.71036,18.96554,19.21194,2
19.98727,17.71306,16.72075,16.34963,2
19.9225,18.42734,17.66949,17.21848,0
17.40897,16.25061,16.2968,16.37664,2
23.98545,21.25189,20.76536,20.68328,1
16.84832,15.70037,15.3355,15.20239,2
20.10617,18.98351,18.73416,18.61267,2
19.9959,19.74283,19.90342,20.08561,2
23.0799,22.98548,21.28336,20.22694,0
18.59598,16.67223,15.76444,15.2984,0
22.87017,21.75545,20.30805,19.51299,0
21.85599,21.60078,21.0749,20.19107,0
19.52375,18.46999,17.82306,17.46356,0
20.05987,20.08592,19.91885,19.88355,1
20.91112,20.10941,19.74355,19.64619,0
19.12984,18.05724,17.52477,17.22838,0
25.81662,22.22809,19.94191,18.6432,0
22.50598,21.55378,20.89574,20.14075,1
21.07907,18.97017,17.65264,17.13381,0
23.88039,21.1168,20.52981,20.3484,1
21.04307,19.67172,19.56884,19.56276,2
25.12959,22.09925,21.36894,21.14681,1
26.51911,21.97781,20.43985,19.47331,0
25.61688,22.76108,21.29826,20.21885,0
19.80337,18.11151,17.33203,17.03752,2
19.6109,17.73547,16.62122,16.1195,0
25.25751,23.23322,21.4773,20.43254,0
20.44868,20.14422,19.90563,19.58587,1
23.65142,20.98547,20.53826,20.27505,2
22.43354,20.47282,18.71888,18.0784,0
24.84146,22.01676,20.40717,19.49468,0
23.17482,22.05301,20.36418,19.43813,0
20.26047,18.56269,17.5599,17.10621,0
19.21197,17.94139,18.10692,18.25467,2
24.47657,23.11097,23.25346,22.34388,1
23.57509,21.90785,20.35156,19.60139,0
23.01127,20.66619,19.79521,19.50845,2
19.87154,18.54521,17.93091,17.52992,0
25.33546,23.33378,21.53851,20.53821,0
19.55418,19.20196,18.79629,18.74468,1
23.32507,22.00957,21.61872,21.23226,1
20.21221,20.12761,19.94682,19.96615,1
19.8284,18.56246,17.99259,17.72256,2
20.97812,20.94337,20.61228,20.50264,1
22.35792,21.6278,21.64823,21.58624,1
23.15703,22.00061,20.75072,19.5415,0
25.7954,23.14417,21.14213,19.75526,0
25.06383,22.33425,20.84042,19.91739,0
21.22277,21.40783,19.89245,18.60336,0
23.92038,21.86604,20.3688,19.55486,0
25.00679,22.47113,19.70957,18.78312,0
20.67504,18.37792,17.27387,16.87727,2
23.40257,22.14829,21.44191,21.14162,0
21.64636,20.36473,19.13137,18.63051,0
24.03955,21.65323,19.83526,18.94767,0
23.32359,21.71756,20.08515,19.41746,0
23.14635,22.3387,20.67722,19.80243,0
23.76002,22.48463,21.00724,19.97879,0
22.9506,21.40022,20.38152,19.53337,0
19.98405,18.40497,17.52169,17.07079,0
20.19524,19.16846,18.73894,18.6026,2
20.54034,20.42309,20.46437,20.63963,1
21.45584,21.05419,20.48887,20.07259,1
20.58006,20.77441,20.30832,20.26485,1
21.81556,21.87386,21.52416,21.29641,1
18.22899,16.76853,16.0548,15.66975,0
18.30911,16.39284,15.53008,15.12183,0
22.0235,21.46611,20.81719,20.00438,0
24.21417,22.93857,22.13376,21.54552,1
25.33301,21.68368,20.12654,19.29998,0
22.67685,20.72006,18.99099,18.36306,0
23.02061,21.79466,20.29893,19.38409,0
22.12846,21.87179,20.50667,19.51645,0
22.02603,22.0055,22.13412,22.11599,1
21.11367,21.03432,20.81283,20.65396,1
24.49076,23.70506,21.43472,20.19445,2
22.61428,21.96118,21.23853,20.76198,0
20.38702,20.16883,20.02707,19.97983,1
21.85966,19.22214,17.61049,17.48622,2
19.76539,17.96504,16.96777,16.52597,0
18.85354,17.76694,17.26226,16.90551,0
21.88184,20.78482,20.57045,19.36986,2
24.63468,22.16695,20.89567,19.8316,2
24.40911,22.83254,21.24979,20.14086,0
19.65811,18.3138,17.4084,16.95708,0
26.32063,23.39465,21.96036,20.64066,0
23.87514,22.43117,20.62795,20.03963,0
19.48162,17.69315,16.81797,16.41099,0
23.38211,22.93108,21.1339,19.8447,0
24.06218,22.22334,20.63984,19.68841,0
24.34708,21.69689,20.01678,19.32674,0
22.53951,21.26867,20.38442,19.66277,0
23.60616,22.1483,20.53782,19.52468,0
23.79505,21.87546,21.8917,21.72715,1
21.69384,20.07586,19.41856,19.1693,2
21.45384,20.75743,20.62489,20.53592,1
26.41206,22.73367,20.69523,19.80355,0
21.67779,19.37996,17.95862,17.44127,0
21.05162,19.83521,19.36801,19.14137,2
21.84391,21.65059,21.20072,20.96003,1
20.47468,20.08665,19.97836,19.67827,1
21.18847,18.9524,17.59735,17.01952,0
21.80138,21.98472,20.91171,19.90098,0
21.86942,21.58556,19.73125,18.97037,0
19.50768,18.54116,18.21489,18.09469,2
21.84673,21.10771,20.76915,20.81149,2
22.64429,21.89795,21.88915,21.50832,1
24.18604,20.93848,19.48451,18.52731,2
22.4567,21.62992,21.02023,20.92089,1
21.93871,20.40116,20.14083,20.07829,1
20.01417,18.41541,17.70974,17.45938,2
21.49516,21.1146,20.40669,20.19332,1
21.55843,20.5229,19.69378,18.95172,0
22.76699,21.94616,21.61702,21.63319,2
26.841,21.68899,21.57522,21.22878,0
20.50826,19.48497,18.13557,17.56035,0
20.78682,18.63942,17.13551,16.54384,0
22.11505,20.63643,18.75622,18.11826,0
26.78791,20.58299,18.76977,18.05238,0
19.55149,17.62016,16.62468,16.13117,0
23.24426,22.26608,20.75471,18.77681,2
21.40717,18.6509,17.47867,17.01435,2
24.24073,22.97594,21.69941,20.65478,0
23.36185,22.10845,21.76166,21.5851,0
25.27378,22.49269,22.21267,21.29486,0
25.51929,24.20588,21.96209,20.69694,0
26.55882,20.72267,18.97044,18.36131,0
21.02082,20.79248,20.61238,20.29005,1
21.98263,21.80075,21.72659,21.37443,1
18.55733,17.24357,16.62276,16.34301,2
26.41918,21.19953,19.38311,18.76199,0
26.24801,22.67811,20.33759,19.13067,0
26.5047,23.8549,20.51001,19.32597,0
24.41973,20.84849,19.7902,19.02251,1
22.87647,22.83811,21.8135,21.70876,0
25.78892,22.57273,20.65341,19.56022,0
24.35927,22.09408,20.6504,20.01472,0
24.53693,22.47879,20.85146,19.91953,0
22.165,21.07836,20.69002,20.28539,1
19.65633,18.02295,17.48502,17.33461,2
25.56605,22.52168,20.92154,19.86132,0
19.24614,18.36765,18.0493,17.94418,2
19.84069,18.91879,18.64159,18.51464,2
24.14513,24.03644,22.4373,20.67232,2
21.18664,19.06465,17.65092,17.14642,0
22.4432,22.08545,20.58671,19.79362,0
24.85079,21.27018,19.735,18.92288,0
22.49735,20.22266,18.61188,17.99654,0
25.49572,22.68884,21.38895,20.23053,0
24.56667,23.65027,21.76951,21.55144,0
19.7179,19.08522,18.48285,18.03999,1
21.46182,20.07917,18.56687,17.91886,0
22.19744,20.2551,18.69745,18.03938,0
22.56379,23.02584,22.02227,20.7401,1
22.70913,21.27534,20.94491,21.00613,2
20.70547,19.63031,19.41694,19.39091,1
22.0997,19.58137,18.10003,17.55446,0
21.71781,21.12105,20.98915,20.6091,1
19.78401,18.917,18.52388,18.38194,2
21.01865,18.85077,17.55656,17.05211,0
21.90016,20.67332,20.39775,20.48528,1
18.13793,16.66525,16.02577,15.65964,0
22.56468,22.69694,20.9706,19.84439,0
20.60565,18.68874,17.42571,16.95239,0
20.01767,19.09163,18.7787,18.65796,2
21.8678,21.65249,21.56456,21.10458,1
18.13697,17.07732,16.68164,16.52921,2
20.26569,19.43307,19.2303,19.04404,1
23.74829,25.05645,21.99542,20.77571,0
21.72551,21.73547,21.35144,21.14791,1
22.8068,21.90729,21.96399,21.51336,0
21.28618,21.91927,21.18904,21.24408,1
25.04865,21.60346,20.52605,20.16775,2
21.38491,21.17766,21.02979,20.80752,1
19.97992,17.69879,16.65801,16.12932,0
21.15515,19.00214,17.64996,17.13984,0
19.04709,17.25061,16.31382,15.82479,0
18.20547,16.47419,15.63887,15.22502,0
22.94647,21.76724,20.75454,19.91822,0
19.74762,18.10496,17.42414,17.11621,0
23.63199,22.19784,20.60022,19.70479,0
20.90475,19.40679,18.81273,18.58716,2
19.56364,19.32464,19.09788,19.0866,1
20.15494,19.22167,18.8833,18.7657,2
21.48379,20.88041,20.62124,20.28175,1
21.34471,21.16427,20.89759,20.66965,1
19.44266,17.96331,17.22226,16.88103,0
22.64424,21.89085,20.19623,19.3955,0
23.55372,21.67699,19.95668,19.15467,0
20.36244,18.48834,17.48856,17.04796,0
22.72951,21.6693,20.84958,20.66643,2
21.64832,21.22101,20.93792,20.74079,2
21.87984,21.91546,22.12723,22.4093,1
22.14365,20.10177,18.41299,17.76053,0
26.34657,22.13121,20.49659,19.67004,0
19.11051,17.82068,17.48583,17.25257,0
24.50329,22.8366,22.48727,21.55166,0
22.63746,22.06437,22.00526,21.8906,1
19.95862,18.58574,17.93672,17.6766,2
20.22068,18.76461,17.8321,17.35049,0
20.0516,18.28777,17.33801,16.86066,0
25.25841,22.27372,20.31782,19.3495,0
22.18664,21.9594,22.03728,21.77358,1
19.11196,18.94323,18.69382,18.72048,1
20.78844,19.80786,19.56633,19.53205,2
20.66963,20.24804,20.33873,20.11358,1
21.21014,20.93652,20.71918,20.37263,1
22.11842,20.24489,18.36732,17.65178,0
22.04133,20.31709,19.61378,20.16914,2
22.34177,21.83516,21.54084,21.6108,0
22.54662,21.44777,21.08098,21.34826,1
23.28482,20.5541,18.90847,18.28887,0
25.14834,22.19908,20.76118,19.71715,2
23.08688,21.78234,21.10132,20.13352,0
20.56228,19.05212,18.08623,17.52118,0
20.7781,19.53668,18.92729,18.57713,0
22.85268,20.68803,19.93794,19.64404,2
21.4836,20.86645,20.71543,20.65669,1
22.42207,21.34782,20.02359,19.21286,0
18.12143,16.76318,16.01564,15.62705,0
25.32624,23.04657,21.3949,20.21782,0
25.69007,23.44519,21.58787,20.29657,0
23.78016,22.32157,20.5352,19.65381,0
21.51167,19.9609,19.12331,18.70654,0
20.86684,19.07022,17.91693,17.44266,0
22.22957,20.30096,18.62366,17.98981,0
18.99464,17.32971,16.39306,15.95488,0
26.67298,22.149,20.54828,19.68417,0
26.5712,26.10349,23.37809,21.79922,1
24.23618,21.42799,19.33757,18.72802,0
19.64952,17.37439,16.16641,15.57618,0
22.20493,20.1515,18.85949,18.33799,1
22.67258,21.59497,20.71314,19.87597,0
20.72139,19.90613,19.50162,19.15897,0
15.69044,16.07109,16.60532,16.99738,2
19.61959,17.64868,16.68115,16.28533,0
22.70735,21.99854,20.60988,19.72663,0
17.92948,18.19919,18.66623,19.01955,2
22.26576,22.31196,21.97909,21.90623,1
